"X","gender","d_age","samerace","pref_o_attractive","pref_o_sincere","pref_o_intelligence","attractive_o","sinsere_o","intelligence_o","attractive_important","sincere_important","intellicence_important","attractive","sincere","intelligence","attractive_partner","intelligence_partner","sincere_partner","interests_correlate","like","guess_prob_liked","decision","decision_o","match"
6982,"F",11,0,3,3,2,3,7,8,2,3,3,7,9,8,10,8,9,0.54,8,5,0,0,0
6983,"F",4,0,3,2,3,5,5,6,2,3,3,7,9,8,10,8,8,0.14,10,8,1,0,0
6984,"F",6,0,5,3,3,6,10,9,2,3,3,7,9,8,10,8,8,0.58,7,5,0,0,0
6985,"F",3,1,2,2,3,7,7,8,2,3,3,7,9,8,8,10,10,0.62,8,7,1,1,1
6986,"F",5,0,3,2,3,9,10,10,2,3,3,7,9,8,8,9,9,-0.12,7,5,0,0,0
6987,"F",2,0,3,3,3,5,7,6,2,3,3,7,9,8,8,9,9,0.53,7,6,1,0,0
6988,"F",10,1,3,3,2,5,5,6,2,3,3,7,9,8,8,10,10,0.64,7,5,0,0,0
6989,"F",5,1,2,3,3,5,5,5,2,3,3,7,9,8,8,8,8,0.48,8,7,1,0,0
6990,"F",6,0,3,2,3,5,5,6,2,3,3,7,9,8,9,9,9,0.07,9,7,1,0,0
6991,"F",5,0,4,2,3,7,6,8,2,3,3,7,9,8,8,10,8,0.91,8,6,1,0,0
6992,"F",5,0,4,2,3,6,7,6,2,3,3,7,9,8,9,9,9,0.23,8,7,1,0,0
6993,"F",4,0,4,1,4,8,10,10,2,3,3,7,9,8,8,10,10,-0.16,9,7,1,0,0
6994,"F",14,1,4,2,2,5,10,10,2,3,3,7,9,8,7,8,8,-0.09,8,7,1,0,0
6995,"F",4,0,3,3,3,8,8,9,2,3,3,7,9,8,10,10,9,0.34,10,8,1,0,0
6996,"F",2,0,3,3,3,5,7,7,2,3,3,7,9,8,8,10,8,0.03,8,6,1,0,0
6997,"F",7,0,3,3,2,7,8,7,2,3,2,9,9,10,8,8,7,0.31,6,8,0,1,0
6998,"F",0,0,3,2,3,7,7,8,2,3,2,9,9,10,7,8,6,0.22,7,7,0,1,0
6999,"F",2,0,5,3,3,8,10,10,2,3,2,9,9,10,9,9,7,0.42,9,8,1,0,0
7000,"F",1,0,2,2,3,9,9,9,2,3,2,9,9,10,4,9,8,0.54,5,5,0,1,0
7001,"F",1,1,3,2,3,10,10,10,2,3,2,9,9,10,4,8,9,-0.3,6,10,0,1,0
7002,"F",2,0,3,3,3,9,7,6,2,3,2,9,9,10,7,9,9,0.5,7,8,1,1,1
7003,"F",6,0,3,3,2,7,6,7,2,3,2,9,9,10,4,9,10,-0.21,7,5,0,1,0
7004,"F",1,0,2,3,3,9,9,9,2,3,2,9,9,10,5,9,8,0.02,6,10,0,1,0
7005,"F",2,0,3,2,3,8,7,8,2,3,2,9,9,10,10,9,9,-0.07,9,10,1,1,1
7006,"F",1,0,4,2,3,8,8,8,2,3,2,9,9,10,4,9,5,-0.04,5,5,0,1,0
7007,"F",1,0,4,2,3,7,6,7,2,3,2,9,9,10,9,8,8,0.78,6,5,1,0,0
7008,"F",0,0,4,1,4,10,10,10,2,3,2,9,9,10,8,7,7,0.32,7,10,1,1,1
7009,"F",10,0,4,2,2,6,7,10,2,3,2,9,9,10,9,8,8,-0.21,8,10,0,0,0
7010,"F",0,0,3,3,3,7,7,7,2,3,2,9,9,10,9,9,9,-0.06,9,9,1,1,1
7011,"F",2,0,3,3,3,7,8,7,2,3,2,9,9,10,9,8,10,-0.04,8,9,0,1,0
7012,"F",4,0,3,3,2,5,8,7,2,2,4,5,8,5,6,7,8,0.66,6,7,0,1,0
7013,"F",3,0,3,2,3,5,7,7,2,2,4,5,8,5,4,7,7,0.22,7,7,1,0,0
7014,"F",1,0,5,3,3,7,10,8,2,2,4,5,8,5,6,8,3,0.56,5,5,1,0,0
7015,"F",4,0,2,2,3,8,7,7,2,2,4,5,8,5,4,7,6,0.38,5,5,0,1,0
7016,"F",2,0,3,2,3,9,10,10,2,2,4,5,8,5,4,4,4,0.22,3,3,0,1,0
7017,"F",5,1,3,3,3,5,7,6,2,2,4,5,8,5,5,7,6,0.58,5,5,1,0,0
7018,"F",3,0,3,3,2,6,4,8,2,2,4,5,8,5,3,7,7,0.34,4,5,0,0,0
7019,"F",2,0,2,3,3,10,10,10,2,2,4,5,8,5,4,6,4,0.61,5,6,0,1,0
7020,"F",1,0,3,2,3,6,7,6,2,2,4,5,8,5,7,6,4,0.34,5,5,1,1,1
7021,"F",2,0,4,2,3,10,9,7,2,2,4,5,8,5,3,4,3,0.53,3,4,0,1,0
7022,"F",2,1,4,2,3,5,6,5,2,2,4,5,8,5,8,7,5,0.3,5,5,1,0,0
7023,"F",3,0,4,1,4,10,8,10,2,2,4,5,8,5,6,5,4,0.09,5,5,1,1,1
7024,"F",7,0,4,2,2,7,9,10,2,2,4,5,8,5,8,7,5,0.11,7,5,1,0,0
7025,"F",3,0,3,3,3,6,6,8,2,2,4,5,8,5,4,4,3,0.5,4,4,0,0,0
7026,"F",5,0,3,3,3,7,7,7,2,2,4,5,8,5,4,4,3,0.09,4,5,0,1,0
7027,"F",2,1,3,3,2,5,5,5,3,3,3,7,9,5,7,5,4,0.41,4,2,0,0,0
7028,"F",5,1,3,2,3,6,6,7,3,3,3,7,9,5,6,7,7,0.08,6,4,0,0,0
7029,"F",3,1,5,3,3,8,10,8,3,3,3,7,9,5,4,4,4,0.38,5,5,0,0,0
7030,"F",6,0,2,2,3,9,9,7,3,3,3,7,9,5,4,9,8,0.27,8,7,1,1,1
7031,"F",4,0,3,2,3,10,10,10,3,3,3,7,9,5,7,8,8,-0.15,8,6,1,1,1
7032,"F",7,0,3,3,3,8,8,7,3,3,3,7,9,5,8,8,8,0.47,5,6,1,0,0
7033,"F",1,0,3,3,2,7,8,5,3,3,3,7,9,5,4,9,6,0.03,3,3,0,0,0
7034,"F",4,0,2,3,3,6,7,7,3,3,3,7,9,5,6,6,5,0.31,4,3,0,1,0
7035,"F",3,1,3,2,3,5,7,5,3,3,3,7,9,5,7,6,6,0.06,5,5,1,0,0
7036,"F",4,1,4,2,3,9,9,8,3,3,3,7,9,5,6,8,5,0.11,5,4,0,1,0
7037,"F",4,0,4,2,3,5,6,6,3,3,3,7,9,5,9,7,5,0.6,6,5,0,0,0
7038,"F",5,0,4,1,4,7,10,10,3,3,3,7,9,5,8,7,6,0.27,7,5,1,0,0
7039,"F",5,0,4,2,2,7,10,10,3,3,3,7,9,5,6,7,7,-0.05,6,5,0,0,0
7040,"F",5,1,3,3,3,7,10,7,3,3,3,7,9,5,5,6,4,0.12,4,3,0,1,0
7041,"F",7,0,3,3,3,7,7,7,3,3,3,7,9,5,4,5,3,-0.08,3,3,0,0,0
7042,"F",4,0,3,3,2,6,8,8,2,2,2,6,8,7,6,6,6,0.35,6,4,0,0,0
7043,"F",3,0,3,2,3,5,6,8,2,2,2,6,8,7,6,7,6,0.51,6,6,1,0,0
7044,"F",1,0,5,3,3,9,10,10,2,2,2,6,8,7,7,7,7,0.51,6,6,1,0,0
7045,"F",4,0,2,2,3,7,9,9,2,2,2,6,8,7,6,8,7,0.72,6,5,0,1,0
7046,"F",2,0,3,2,3,10,10,10,2,2,2,6,8,7,5,6,6,-0.2,5,4,0,1,0
7047,"F",5,1,3,3,3,4,6,7,2,2,2,6,8,7,6,8,6,0.66,6,5,0,0,0
7048,"F",3,0,3,3,2,5,8,8,2,2,2,6,8,7,6,8,8,-0.15,6,5,0,0,0
7049,"F",2,0,2,3,3,5,5,5,2,2,2,6,8,7,6,8,6,-0.02,6,5,0,1,0
7050,"F",1,0,3,2,3,5,7,10,2,2,2,6,8,7,7,8,6,0.12,7,6,1,0,0
7051,"F",2,0,4,2,3,10,9,9,2,2,2,6,8,7,6,8,8,0.12,7,6,0,1,0
7052,"F",2,1,4,2,3,5,5,5,2,2,2,6,8,7,9,8,7,0.59,7,5,1,0,0
7053,"F",3,0,4,1,4,5,10,10,2,2,2,6,8,7,8,8,7,0.32,8,6,1,0,0
7054,"F",7,0,4,2,2,6,10,10,2,2,2,6,8,7,8,6,6,0,7,5,1,0,0
7055,"F",3,0,3,3,3,6,8,8,2,2,2,6,8,7,7,7,6,0.29,6,5,1,0,0
7056,"F",5,0,3,3,3,7,7,6,2,2,2,6,8,7,6,8,7,0.29,6,5,0,0,0
7057,"F",3,1,3,3,2,6,8,7,3,3,2,7,8,9,7,8,8,0.4,7,5,0,1,0
7058,"F",4,1,3,2,3,5,6,7,3,3,2,7,8,9,7,6,6,0.38,5,5,0,0,0
7059,"F",2,1,5,3,3,9,10,10,3,3,2,7,8,9,8,7,7,0.61,7,5,0,0,0
7060,"F",5,0,2,2,3,10,9,10,3,3,2,7,8,9,7,9,9,0.65,6,5,0,1,0
7061,"F",3,0,3,2,3,10,10,9,3,3,2,7,8,9,6,5,5,0.14,5,5,0,1,0
7062,"F",6,0,3,3,3,8,8,8,3,3,2,7,8,9,8,8,9,0.37,6,5,0,1,0
7063,"F",2,0,3,3,2,6,5,8,3,3,2,7,8,9,5,5,5,0.04,5,5,0,1,0
7064,"F",3,0,2,3,3,10,10,10,3,3,2,7,8,9,7,5,6,-0.19,6,5,0,1,0
7065,"F",2,1,3,2,3,8,7,8,3,3,2,7,8,9,8,7,7,-0.07,7,5,1,1,1
7066,"F",3,1,4,2,3,10,7,8,3,3,2,7,8,9,6,7,7,0.15,6,5,0,1,0
7067,"F",3,0,4,2,3,7,7,8,3,3,2,7,8,9,9,9,8,0.3,9,5,1,1,1
7068,"F",4,0,4,1,4,10,8,7,3,3,2,7,8,9,9,9,9,0.35,9,5,0,1,0
7069,"F",6,0,4,2,2,8,10,10,3,3,2,7,8,9,9,9,9,-0.05,9,5,0,1,0
7070,"F",4,1,3,3,3,7,6,8,3,3,2,7,8,9,5,9,8,0.3,8,5,0,0,0
7071,"F",6,0,3,3,3,6,6,6,3,3,2,7,8,9,5,5,5,0.07,4,5,0,0,0
7072,"F",4,1,3,3,2,8,6,7,2,2,3,8,8,8,6,6,8,0.23,6,8,0,1,0
7073,"F",3,1,3,2,3,6,7,7,2,2,3,8,8,8,5,8,8,0.44,7,9,1,0,0
7074,"F",1,1,5,3,3,9,10,10,2,2,3,8,8,8,3,7,6,0.47,3,6,0,0,0
7075,"F",4,0,2,2,3,8,7,8,2,2,3,8,8,8,2,8,9,0.42,3,8,0,1,0
7076,"F",2,0,3,2,3,9,10,10,2,2,3,8,8,8,1,4,5,-0.08,2,7,0,1,0
7077,"F",5,0,3,3,3,9,7,8,2,2,3,8,8,8,3,9,8,0.37,5,8,0,1,0
7078,"F",3,0,3,3,2,8,6,7,2,2,3,8,8,8,2,8,9,-0.29,4,5,0,1,0
7079,"F",2,0,2,3,3,10,10,10,2,2,3,8,8,8,4,8,6,-0.03,3,8,0,1,0
7080,"F",1,1,3,2,3,6,7,8,2,2,3,8,8,8,5,8,8,-0.07,6,8,0,1,0
7081,"F",2,1,4,2,3,8,6,6,2,2,3,8,8,8,2,7,8,-0.09,2,6,0,0,0
7082,"F",2,0,4,2,3,6,6,7,2,2,3,8,8,8,7,8,6,0.45,7,8,1,0,0
7083,"F",3,0,4,1,4,7,8,10,2,2,3,8,8,8,4,8,7,0.54,5,5,0,0,0
7084,"F",7,0,4,2,2,7,9,10,2,2,3,8,8,8,7,7,6,0.16,6,7,1,0,0
7085,"F",3,1,3,3,3,7,7,7,2,2,3,8,8,8,3,7,8,0.27,5,4,0,0,0
7086,"F",5,0,3,3,3,7,6,7,2,2,3,8,8,8,2,5,6,0.07,2,8,0,1,0
7087,"F",3,1,3,3,2,7,6,6,2,2,2,8,9,10,5,5,5,0.45,6,7,0,1,0
7088,"F",4,1,3,2,3,6,7,7,2,2,2,8,9,10,7,7,7,0.36,6,5,1,0,0
7089,"F",2,1,5,3,3,9,10,9,2,2,2,8,9,10,5,8,8,0.59,6,5,1,0,0
7090,"F",5,0,2,2,3,10,10,10,2,2,2,8,9,10,6,7,7,0.45,6,5,0,1,0
7091,"F",3,0,3,2,3,10,10,10,2,2,2,8,9,10,2,7,8,0.05,6,5,0,1,0
7092,"F",6,0,3,3,3,6,8,9,2,2,2,8,9,10,4,9,10,0.55,6,7,0,0,0
7093,"F",2,0,3,3,2,5,4,5,2,2,2,8,9,10,2,5,3,-0.07,4,1,0,0,0
7094,"F",3,0,2,3,3,10,10,10,2,2,2,8,9,10,7,9,9,0.11,7,10,1,1,1
7095,"F",2,1,3,2,3,8,8,8,2,2,2,8,9,10,9,8,8,0.08,8,7,1,1,1
7096,"F",3,1,4,2,3,9,10,9,2,2,2,8,9,10,3,6,8,0.19,6,4,0,1,0
7097,"F",3,0,4,2,3,6,6,6,2,2,2,8,9,10,5,7,7,0.54,6,5,1,0,0
7098,"F",4,0,4,1,4,10,10,10,2,2,2,8,9,10,7,9,7,0.54,6,5,1,1,1
7099,"F",6,0,4,2,2,7,8,9,2,2,2,8,9,10,7,8,9,-0.14,6,5,1,0,0
7100,"F",4,1,3,3,3,7,7,9,2,2,2,8,9,10,6,9,7,0.34,6,5,1,0,0
7101,"F",6,0,3,3,3,6,7,6,2,2,2,8,9,10,2,7,7,-0.19,6,5,0,1,0
7102,"M",1,1,2,3,3,5,7,5.5,3,3,2,8,7,8,5,7,7,0.7,6,5,0,0,0
7103,"M",1,1,3,3,3,8,10,10,3,3,2,8,7,8,8,7,8,0.65,8,7,1,1,1
7104,"M",2,0,2,3,2,5,7,6,3,3,2,8,7,8,7,8,8,0.53,8,7,1,0,0
7105,"M",2,0,3,2,3,8,8,7,3,3,2,8,7,8,6,7,6,0.3,6,5,0,0,0
7106,"M",6,0,2,3,3,3,4,5,3,3,2,8,7,8,7,8,7,0.67,4,1,0,0,0
7107,"M",7,0,2,2,3,4,3,4,3,3,2,8,7,8,3,7,6,0.46,2,1,0,0,0
7108,"M",2,0,2,3,3,8,7,7,3,3,2,8,7,8,5,8,9,0.6,7,4,0,1,0
7109,"M",11,0,2,3,3,10,9,8,3,3,2,8,7,8,3,8,7,0.54,5,1,0,0,0
7110,"M",7,0,2,3,2,8,7,8,3,3,2,8,7,8,7,7,8,0.31,8,9,1,0,0
7111,"M",4,0,2,2,4,6,8,7,3,3,2,8,7,8,5,7,8,0.66,7,6,1,0,0
7112,"M",2,1,3,3,3,7,4,5,3,3,2,8,7,8,5,5,5,0.41,3,3,0,0,0
7113,"M",4,0,2,2,2,6,6,6,3,3,2,8,7,8,6,8,8,0.35,5,1,0,0,0
7114,"M",3,1,3,3,2,7,8,8,3,3,2,8,7,8,6,7,8,0.4,8,7,1,0,0
7115,"M",4,1,2,2,3,6,8,6,3,3,2,8,7,8,8,7,6,0.23,7,5,1,0,0
7116,"M",3,1,2,2,2,5,5,5,3,3,2,8,7,8,7,6,6,0.45,7,7,1,0,0
7117,"M",6,1,2,3,3,2,3,4,3,2,3,7,10,9,7,7,6,0.14,6,4,0,0,0
7118,"M",6,1,3,3,3,8,10,10,3,2,3,7,10,9,8,6,6,0.12,7,5,1,1,1
7119,"M",5,0,2,3,2,5,8,8,3,2,3,7,10,9,9,7,7,0.17,8,6,1,1,1
7120,"M",5,0,3,2,3,2,5,6,3,2,3,7,10,9,8,6,5,0.31,6,3,1,0,0
7121,"M",1,0,2,3,3,2,8,9,3,2,3,7,10,9,8,8,6,0.15,6,5,1,1,1
7122,"M",0,0,2,2,3,5,6,7,3,2,3,7,10,9,5,7,6,0.11,5,4,0,0,0
7123,"M",5,0,2,3,3,5,7,7,3,2,3,7,10,9,8,6,6,0.36,6,5,1,1,1
7124,"M",4,0,2,3,3,10,8,8,3,2,3,7,10,9,5,6,5,0.14,5,4,0,1,0
7125,"M",0,0,2,3,2,7,6,8,3,2,3,7,10,9,7,8,7,0.22,6,6,1,0,0
7126,"M",3,0,2,2,4,4,7,7,3,2,3,7,10,9,5,7,7,0.22,6,9,0,1,0
7127,"M",5,1,3,3,3,6,7,7,3,2,3,7,10,9,6,7,6,0.08,6,4,0,0,0
7128,"M",3,0,2,2,2,6,6,7,3,2,3,7,10,9,5,8,6,0.51,6,6,0,1,0
7129,"M",4,1,3,3,2,7,6,6,3,2,3,7,10,9,5,7,6,0.38,5,6,0,0,0
7130,"M",3,1,2,2,3,5,8,8,3,2,3,7,10,9,6,7,7,0.44,6,6,0,1,0
7131,"M",4,1,2,2,2,7,7,7,3,2,3,7,10,9,6,7,7,0.36,6,5,0,1,0
7132,"M",4,1,2,3,3,2,2,2,5,3,3,8,10,10,7,9,10,0.74,7,7,0,0,0
7133,"M",4,1,3,3,3,8,10,9,5,3,3,8,10,10,7,9,8,0.83,8,8,0,0,0
7134,"M",3,0,2,3,2,6,6,6,5,3,3,8,10,10,10,10,9,0.71,9,9,0,1,0
7135,"M",3,0,3,2,3,8,6,6,5,3,3,8,10,10,9,10,10,0.56,9,8,1,0,0
7136,"M",1,0,2,3,3,4,5,5,5,3,3,8,10,10,10,10,9,0.64,9,9,0,0,0
7137,"M",2,0,2,2,3,5,5,5,5,3,3,8,10,10,7,10,9,0.32,8,7,0,0,0
7138,"M",3,0,2,3,3,3,4,6,5,3,3,8,10,10,8,10,10,0.61,7,8,0,0,0
7139,"M",6,0,2,3,3,10,8,8,5,3,3,8,10,10,6,9,10,0.58,7,6,0,0,0
7140,"M",2,0,2,3,2,9,7,9,5,3,3,8,10,10,8,10,10,0.42,8,9,0,1,0
7141,"M",1,0,2,2,4,6,3,8,5,3,3,8,10,10,7,8,10,0.56,6,9,0,1,0
7142,"M",3,1,3,3,3,4,4,4,5,3,3,8,10,10,8,8,10,0.38,6,10,0,0,0
7143,"M",1,0,2,2,2,7,7,7,5,3,3,8,10,10,9,10,10,0.51,7,7,0,1,0
7144,"M",2,1,3,3,2,8,7,7,5,3,3,8,10,10,9,10,10,0.61,9,9,0,0,0
7145,"M",1,1,2,2,3,3,6,7,5,3,3,8,10,10,9,10,10,0.47,8,8,0,0,0
7146,"M",2,1,2,2,2,5,8,8,5,3,3,8,10,10,9,9,10,0.59,8,9,0,1,0
7147,"M",7,0,2,3,3,2,3,7,2,2,3,4,8,2,10,10,6,0.43,8,3,1,0,0
7148,"M",7,0,3,3,3,6,10,8,2,2,3,4,8,2,9,8,6,0.56,7,3,1,0,0
7149,"M",6,0,2,3,2,5,8,8,2,2,3,4,8,2,9,9,8,0.55,7,5,1,0,0
7150,"M",6,1,3,2,3,4,7,6,2,2,3,4,8,2,9,9,8,0.02,7,5,1,0,0
7151,"M",2,1,2,3,3,3,3,8,2,2,3,4,8,2,9,10,8,0.43,7,3,1,0,0
7152,"M",1,1,2,2,3,3,5,6,2,2,3,4,8,2,8,10,7,0.09,7,6,1,0,0
7153,"M",6,0,2,3,3,2,10,10,2,2,3,4,8,2,7,9,5,0.87,7,6,1,0,0
7154,"M",3,1,2,3,3,8,10,10,2,2,3,4,8,2,7,8,7,0.62,6,5,1,1,1
7155,"M",1,0,2,3,2,4,8,9,2,2,3,4,8,2,9,9,9,0.54,7,6,1,0,0
7156,"M",4,0,2,2,4,4,6,7,2,2,3,4,8,2,8,7,7,0.38,5,3,1,0,0
7157,"M",6,0,3,3,3,4,8,9,2,2,3,4,8,2,9,7,9,0.27,8,5,1,1,1
7158,"M",4,0,2,2,2,6,7,8,2,2,3,4,8,2,7,9,9,0.72,8,3,1,0,0
7159,"M",5,0,3,3,2,7,9,9,2,2,3,4,8,2,10,10,9,0.65,9,3,1,0,0
7160,"M",4,0,2,2,3,2,9,8,2,2,3,4,8,2,8,8,7,0.42,7,3,1,0,0
7161,"M",5,0,2,2,2,6,7,7,2,2,3,4,8,2,10,10,10,0.45,6,2,1,0,0
7162,"M",5,0,2,3,3,0,0,0,3,2,3,8,8,7,9,10,10,0.36,9,6,1,0,0
7163,"M",5,0,3,3,3,7,10,10,3,2,3,8,8,7,9,10,10,-0.09,9,6,1,0,0
7164,"M",4,0,2,3,2,5,8,7,3,2,3,8,8,7,10,10,10,-0.12,10,7,1,0,0
7165,"M",4,0,3,2,3,6,8,8,3,2,3,8,8,7,9,10,9,0.51,8,5,1,1,1
7166,"M",0,0,2,3,3,3,4,5,3,2,3,8,8,7,10,10,10,0.17,10,8,1,0,0
7167,"M",1,0,2,2,3,4,4,4,3,2,3,8,8,7,10,10,10,0.09,9,7,1,0,0
7168,"M",4,0,2,3,3,2,2,5,3,2,3,8,8,7,10,9,10,-0.05,9,8,1,0,0
7169,"M",5,0,2,3,3,8,9,9,3,2,3,8,8,7,9,10,10,-0.12,8,5,0,0,0
7170,"M",1,1,2,3,2,4,9,8,3,2,3,8,8,7,10,10,10,-0.3,10,9,1,0,0
7171,"M",2,0,2,2,4,4,4,4,3,2,3,8,8,7,9,10,10,0.22,9,9,1,0,0
7172,"M",4,0,3,3,3,7,8,8,3,2,3,8,8,7,10,10,10,-0.15,10,8,1,1,1
7173,"M",2,0,2,2,2,5,6,6,3,2,3,8,8,7,10,10,10,-0.2,9,6,1,0,0
7174,"M",3,0,3,3,2,6,5,5,3,2,3,8,8,7,10,9,10,0.14,9,7,1,0,0
7175,"M",2,0,2,2,3,1,5,4,3,2,3,8,8,7,9,10,10,-0.08,9,5,1,0,0
7176,"M",3,0,2,2,2,2,8,7,3,2,3,8,8,7,10,10,10,0.05,10,7,1,0,0
7177,"M",8,0,2,3,3,3,7,7,3,3,3,7,10,8,7,7,8,0.4,7,4,1,0,0
7178,"M",8,0,3,3,3,7,8,10,3,3,3,7,10,8,9,7,7,0.59,5,2,0,1,0
7179,"M",7,0,2,3,2,6,7,8,3,3,3,7,10,8,9,7,8,0.51,6,5,0,0,0
7180,"M",7,0,3,2,3,7,7,7,3,3,3,7,10,8,8,6,7,0.17,6,3,0,0,0
7181,"M",3,0,2,3,3,2,7,9,3,3,3,7,10,8,8,8,5,0.52,6,5,0,1,0
7182,"M",2,0,2,2,3,6,6,5,3,3,3,7,10,8,6,8,7,0.39,6,4,0,0,0
7183,"M",7,1,2,3,3,3,4,6,3,3,3,7,10,8,4,7,7,0.74,4,3,0,0,0
7184,"M",2,0,2,3,3,8,9,9,3,3,3,7,10,8,5,6,7,0.53,3,2,0,1,0
7185,"M",2,0,2,3,2,7,9,9,3,3,3,7,10,8,9,6,7,0.5,7,6,1,1,1
7186,"M",5,1,2,2,4,5,6,7,3,3,3,7,10,8,5,6,7,0.58,7,4,0,1,0
7187,"M",7,0,3,3,3,8,8,8,3,3,3,7,10,8,8,7,8,0.47,7,3,0,1,0
7188,"M",5,1,2,2,2,6,6,8,3,3,3,7,10,8,4,7,6,0.66,6,5,0,0,0
7189,"M",6,0,3,3,2,8,9,8,3,3,3,7,10,8,8,8,8,0.37,9,8,1,0,0
7190,"M",5,0,2,2,3,3,8,9,3,3,3,7,10,8,9,8,7,0.37,7,5,1,0,0
7191,"M",6,0,2,2,2,4,10,9,3,3,3,7,10,8,6,9,8,0.55,7,4,0,0,0
7192,"M",0,0,2,3,3,1,2,5,3,3,2,7,9,6,7,8,6,0.46,7,4,1,0,0
7193,"M",0,0,3,3,3,6,10,10,3,3,2,7,9,6,8,5,5,0.24,6,4,0,1,0
7194,"M",1,0,2,3,2,4,7,7,3,3,2,7,9,6,4,8,7,0.31,7,3,1,0,0
7195,"M",1,1,3,2,3,3,9,8,3,3,2,7,9,6,7,7,7,0.42,6,4,1,0,0
7196,"M",5,1,2,3,3,2,6,7,3,3,2,7,9,6,7,7,4,0.5,5,2,1,0,0
7197,"M",6,1,2,2,3,4,8,8,3,3,2,7,9,6,5,6,4,0.3,5,3,1,0,0
7198,"M",1,0,2,3,3,1,3,7,3,3,2,7,9,6,7,7,5,0.04,5,3,1,0,0
7199,"M",10,1,2,3,3,8,10,10,3,3,2,7,9,6,5,6,5,0.64,5,4,0,0,0
7200,"M",6,0,2,3,2,4,10,9,3,3,2,7,9,6,7,7,6,-0.21,8,6,1,0,0
7201,"M",3,0,2,2,4,3,7,7,3,3,2,7,9,6,6,8,4,0.34,6,5,0,0,0
7202,"M",1,0,3,3,3,4,6,9,3,3,2,7,9,6,7,5,8,0.03,3,2,0,0,0
7203,"M",3,0,2,2,2,6,8,8,3,3,2,7,9,6,5,8,8,-0.15,7,4,0,0,0
7204,"M",2,0,3,3,2,5,5,5,3,3,2,7,9,6,6,8,5,0.04,7,5,1,0,0
7205,"M",3,0,2,2,3,2,9,8,3,3,2,7,9,6,8,7,6,-0.29,7,4,1,0,0
7206,"M",2,0,2,2,2,2,3,5,3,3,2,7,9,6,5,5,4,-0.07,4,3,0,0,0
7207,"M",5,0,2,3,3,2,6,7,2,3,3,5,10,7,8,8,8,0.31,8,8,1,0,0
7208,"M",5,0,3,3,3,6,7,8,2,3,3,5,10,7,8,8,8,0.49,8,8,1,0,0
7209,"M",4,0,2,3,2,4,8,8,2,3,3,5,10,7,10,8,7,0.33,8,8,1,0,0
7210,"M",4,1,3,2,3,4,7,6,2,3,3,5,10,7,5,8,5,0.31,5,5,0,1,0
7211,"M",0,1,2,3,3,5,5,5,2,3,3,5,10,7,8,8,8,0.56,8,5,1,1,1
7212,"M",1,1,2,2,3,4,2,4,2,3,3,5,10,7,5,5,5,0.69,5,5,0,0,0
7213,"M",4,0,2,3,3,2,3,3,2,3,3,5,10,7,8,8,8,0.19,8,8,1,0,0
7214,"M",5,1,2,3,3,8,8,8,2,3,3,5,10,7,5,5,5,0.48,5,5,0,1,0
7215,"M",1,0,2,3,2,5,8,9,2,3,3,5,10,7,9,9,9,0.02,9,9,1,0,0
7216,"M",2,0,2,2,4,4,4,6,2,3,3,5,10,7,10,10,10,0.61,10,10,1,0,0
7217,"M",4,0,3,3,3,6,5,6,2,3,3,5,10,7,6,7,7,0.31,6,5,1,0,0
7218,"M",2,0,2,2,2,6,6,8,2,3,3,5,10,7,5,5,5,-0.02,9,5,1,0,0
7219,"M",3,0,3,3,2,7,6,5,2,3,3,5,10,7,10,10,10,-0.19,10,10,1,0,0
7220,"M",2,0,2,2,3,4,6,8,2,3,3,5,10,7,10,10,10,-0.03,10,9,1,0,0
7221,"M",3,0,2,2,2,7,9,9,2,3,3,5,10,7,10,10,10,0.11,10,10,1,1,1
7222,"M",4,1,2,3,3,5,6,6,3,2,3,6,8,8,8,8,6,-0.03,6,7,1,0,0
7223,"M",4,1,3,3,3,9,9,9,3,2,3,6,8,8,8,8,9,0.06,8,7,1,1,1
7224,"M",3,0,2,3,2,8,7,7,3,2,3,6,8,8,8,9,8,-0.16,8,8,1,0,0
7225,"M",3,0,3,2,3,7,4,5,3,2,3,6,8,8,10,8,8,-0.17,10,8,1,1,1
7226,"M",1,0,2,3,3,7,7,5,3,2,3,6,8,8,7,9,7,0.26,10,8,1,1,1
7227,"M",2,0,2,2,3,7,7,7,3,2,3,6,8,8,6,9,8,0.04,7,8,1,1,1
7228,"M",3,0,2,3,3,7,6,5,3,2,3,6,8,8,6,7,8,0.25,5,7,0,0,0
7229,"M",6,0,2,3,3,9,9,9,3,2,3,6,8,8,5,6,5,0.07,5,5,0,1,0
7230,"M",2,0,2,3,2,10,9,9,3,2,3,6,8,8,8,8,7,-0.07,8,8,1,1,1
7231,"M",1,0,2,2,4,7,4,6,3,2,3,6,8,8,6,6,7,0.34,7,8,1,1,1
7232,"M",3,1,3,3,3,7,6,6,3,2,3,6,8,8,5,5,7,0.06,5,5,0,1,0
7233,"M",1,0,2,2,2,7,6,8,3,2,3,6,8,8,5,10,7,0.12,5,5,0,1,0
7234,"M",2,1,3,3,2,8,7,7,3,2,3,6,8,8,8,8,7,-0.07,8,8,1,1,1
7235,"M",1,1,2,2,3,5,8,8,3,2,3,6,8,8,6,8,7,-0.07,7,7,1,0,0
7236,"M",2,1,2,2,2,9,8,8,3,2,3,6,8,8,8,8,8,0.08,7,8,1,1,1
